"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Inoperable Heart",2.84,7.5,5,6.7,1,9,0,0,0,50,24,10,12,1,4,57,86.77,1887.4
"SIothstronaut",1.77,4.90,5.30,4.50,0,1,8,1,0,30,6,2,10,2,0,50,79.90,1685.3
"League of Shadow",3.55,2.50,4.00,11.70,0,2,1,0,7,50,26,2,15,5,4,56,56.05,1884
"xPLzzZx",3.90,7.60,4.00,8.00,1,3,6,0,0,50,21,11,20,7,6,65,105.33,1955
"Boat o Goats",4.46,0.90,2.60,10.70,0,0,1,0,9,70,28,4,13,4,2,55,24.82,1568.9
"Pretender XII",2.27,7.10,6.20,7.00,0,1,1,8,0,30,5,9,15,1,3,63,103.83,1827.7
"Tiamative I XM ",1.87,3.60,6.00,7.60,7,1,0,0,2,30,13,6,12,2,4,50,20.92,1789.5
"Morales",4.71,2.60,3.10,12.00,3,2,0,0,5,90,23,5,22,2,7,54,62.12,1840.1
"Time Jump",2.98,6.80,5.00,8.10,0,0,0,10,0,40,0,10,12,1,3,53,51.93,2062.6
"Sekhem",1.60,3.30,5.50,5.50,8,0,1,0,1,50,9,23,14,3,5,37,208.62,1817.3
"LukeSpencer",2.70,6.80,6.60,11.00,0,2,5,3,0,70,10,12,14,3,6,59,32.77,2019
"Dphat",2.46,6.70,5.90,7.80,0,6,0,2,2,50,7,14,17,8,7,56,82.88,1753.6
"UnPoppylar",2.76,1.00,5.00,12.80,1,0,0,0,9,60,26,1,20,1,6,56,58.57,1984.3
"EndQuick",2.38,6.60,5.20,5.80,2,0,1,7,0,40,9,13,12,2,6,56,59.15,1852.1
"Lunaxiel",1.19,3.40,6.90,4.80,0,9,0,1,0,10,22,0,10,1,2,42,72.27,1785.8
"tryndamere1029",3.26,7.20,3.80,5.20,3,6,0,0,0,56,3,9,13,5,6,56,53.27,1734.7777777777778
"Grokmir the bold",3.70,4.60,3.70,9.10,4,6,0,0,0,60,7,11,16,3,4,50,130.05,1856.4
"Toxic boys",1.96,4.90,5.70,6.30,2,1,1,4,2,20,14,3,10,3,3,49,48.67,1756.2
"Batman Superman",3.48,6.00,4.40,9.30,0,5,5,0,0,50,10,7,17,1,6,51,115.93,2121.8
"Oncovirus",2.67,6.90,5.80,8.60,0,0,6,4,0,40,7,6,18,3,1,57,49.17,2025
"SnipingHobo",2.52,3.90,5.00,8.70,0,0,1,2,7,50,16,4,14,0,3,48,44.97,1903
"secret Champion",1.93,3.60,5.70,7.40,5,0,1,2,2,40,4,6,16,2,1,46,120.85,1854.1
"Legendury Ad",2.09,8.90,8.50,8.90,0,0,0,10,0,80,0,9,16,4,9,54,29.47,1917.7
"Mathuehue",1.47,4.40,5.70,4.00,9,1,0,0,0,30,0,7,5,0,3,41,29.05,1759.4
"Stoiso",3.33,5.00,4.90,11.30,2,4,0,0,4,50,27,1,20,1,6,54,87.62,2023.3
"Lord Cman",2.60,4.70,5.50,9.60,1,1,2,3,3,60,3,6,14,2,4,46,67.25,1899.6
"Inelegant",3.40,6.80,5.20,10.90,0,1,7,2,0,50,42,8,17,4,6,57,36.85,2261.2
"Rumpel Swoleskin",3.45,7.70,4.20,6.80,1,1,7,1,0,50,15,15,19,2,3,59,48.73,1916.7
"Lymeh",2.68,5.60,5.30,8.60,4,1,4,0,1,50,19,15,19,4,4,50,49.07,2034.6
"Miiko",2.77,0.20,5.30,14.50,0,0,0,0,10,50,7,1,21,4,4,53,28.12,2153.6
"T33moSoloMid",2.91,5.30,4.50,7.80,2,8,0,0,0,70,2,13,17,2,5,42,184.08,1886.7
"ShangFenXinTai",1.97,6.60,6.40,6.00,0,3,7,0,0,40,25,8,13,3,5,53,29.27,1887.7
"NinjaTonyz",4.44,1.90,3.40,13.20,0,0,0,0,10,70,21,4,19,2,3,67,59.62,1830
